Noncampuscrime060708[3,4,5,6].csv
1858 W GRANDVIEW BLVD,ERIE,PA,165091025.0
5000 Lakewood Ranch Blvd,Bradenton,FL,34211.0
3 OLD MILL RD,TANNERSVILLE,PA,18372.0
541 BROUGHTON ST,ORANGEBURG,SC,291157367.0
913 N 13TH ST,HARLINGEN,TX,785505034.0
2222 South 314 ST,Federal Way,WA,98003.0
525 WESTHILL BLVD,APPLETON,WI,549144644.0
2575 W MASON,GREEN BAY,WI,543044838.0
109 S FAYETTE ST,BECKLEY,WV,25801.0
3525 N ST RT 48,LEBANON,OH,450361099.0
3000 East Coliseum Boulevard,FT WAYNE,IN,46805.0
1675 S ROCK RD,WICHITA,KS,67207.0
2531 South Seneca,WICHITA,KS,672172803.0
461 East Plaza Drive,Mooresville,NC,28115.0
4314 Old William Penn Highway,Monroeville,PA,151461455.0
1414 NORTH JACKSON ROAD,PHARR,TX,78577.0
2650 E END BLVD S,MARSHALL,TX,75671.0
180 W. Grange Avenue,MILWAUKEE,WI,53207.0
4425  W 20TH AVE,HIALEAH,FL,33012.0
11865 SW 26th St.,MIAMI,FL,33175.0
3529 Atlanta Hwy,ATHENS,GA,306063152.0
1605 Buford Hwy Suit M,N,O,Buford
2803 WRIGHTSBORO RD,AUGUSTA,GA,309093915.0
4127 columbia Rd Suite 101,Martinez,GA,309070426.0
3271 NW 7TH ST STE 106,MIAMI,FL,33125.0
500 WEST 49 STREET,HIALEAH,FL,33012.0
3401 S UNIVERSITY DR,FT LAUDERDALE,FL,33328.0
2020 Iowa,Joplin,MO,64804.0
3950 East Newman Rd,Joplin,MO,64801.0
1851 South Roop Street,CARSON,NV,89701.0
CALLE COMERIO FINAL 20.5  LA ALDEA,BAYAMON,PR,959.0
5117 DORCHESTER RD,CHARLESTON,SC,294185607.0
1859 WATSON BLVD,WARNER ROBINS,GA,310933631.0
451 N LASALLE STREET,CHICAGO,IL,606544510.0
1570 GARRETT RD,UPPER DARBY,PA,19082.0
3201 W PECAN,MCALLEN,TX,785029701.0
941 S DOBSON RD,Mesa,AZ,85202.0
1760 Mapleton Avenue,Suffield,CT,6078.0
15181 ST RTE 58 S,OBERLIN,OH,44074.0
TEN METACOM AVE,BRISTOL,RI,28095171.0
9020 SW 137TH AVE,MIAMI,FL,33186.0
100 CAMPUS CTR,SEASIDE,CA,939558001.0
100 Richmond Center Boulevard,St. Peters,MO,63376.0
520 EAST 19TH AVE,NORTH KANSAS CITY,MO,64116.0
1450 N MAIN ST,SALINAS,CA,93906.0
7094 Peachtree Industrial Blvd #4,Norcross,GA,30071.0
7100 S. I-35 Service Rd,OKLAHOMA CITY,OK,73149.0
180 Jackson Plaza,Ann Arbor,MI,48103.0
6600 Peachtree Dunwoody Road NE,Atlanta,GA,303281635.0
1225 JEFFERSON RD,ROCHESTER,NY,14623.0
3440 WILSHIRE BLVD,SUITE 700,LOS ANGELES,CA
12125 DAY ST.,BLDG. L,MORENO VALLEY,CA
2820 Camino del Rio South,Suite 100,San Diego,CA
350 Blackhawk Street,Aurora,CO,80011.0
85 Sigourney Street,Hartford,CT,6105.0
9000 SWEET VALLEY DR,VALLEY VIEW,OH,441254220.0
1501 MAIN ST STE 48,TEWKSBURY,MA,1876.0
523 Church St,Decatur,GA,30030.0
9500 South Main Street,Jonesboro,GA,30426.0
11 East Adams Street,STE 200,CHICAGO,IL
3325 WILSHIRE BLVD STE 1010,LOS ANGELES,CA,90010.0
18901 LAKESHORE BLVD,EUCLID,OH,44119.0
3681 Manchester Rd.,AKRON,OH,443192100.0
5154 OKEECHOBEE BLVD STE 201,WEST PALM BEACH,FL,33417.0
100 COOK ST,BILLERICA,MA,18215499.0
525 TITUS AVE,ROCHESTER,NY,14617.0
2710 NONCONNAH BLVD,MEMPHIS,TN,38132.0
300 West Oyler Avenue,Oak Hill,WV,25901.0
6808 S. Memorial  Suite 116,Tulsa,OK,74133.0
P.O. Box  9243,YAKIMA,WA,98909.0
222 South 9th Street,MINNEAPOLIS,MN,55402.0
225 S. 6th Street,Minneapolis,MN,55402.0
N172 State Highway 47 & 55,P.O.Box 1179,Keshena,WI
2733 South Ridge Road,Suite 3,Ashwaubenon,WI
6945 Littlewolf Rd. NW.,CASS LAKE,MN,56633.0
9738 Lincoln Village Dr.,STE. 100,SACRAMENTO,CA
7801 Academy NE,Albuquerque,NM,871093147.0
8911 Aviation Blvd.,Inglewood,CA,903012904.0
9101 E BURNSIDE,PORTLAND,OR,972161515.0
Waterbury,101 Pierpont Road,Waterbury,CT
1501 W DEL NORTE AVE,WEST COVINA,CA,91790.0
221 W. MAIN,YUKON,OK,73099.0
4520 S UNIVERSITY,LITTLE ROCK,AR,722049925.0
2051 SOLAR DR STE 150,OXNARD,CA,930302699.0
9500 Ormsby Station RD STE 100,LOUISVILLE,KY,40223.0
Six Independence Point,GREENVILLE,SC,29615.0
7260 Goodlett Farms Parkway,Cordova,TN,38016.0
46445 Krafts Point Road,CABLE,WI,548214705.0
1355 ROSWELL RD,SUITE 150,MARIETTA,GA
1301 BUCK JONES RD,RALEIGH,NC,27606.0
5005 PACIFIC HWY E STE 20,FIFE,WA,98424.0
440 Marshall Street,COLDWATER,MI,49036.0
301 Gibraltar Drive,MORRIS PLAINS,NJ,7950.0
1241 Fall River Avenue,Seekonk,MA,2771.0
2800 SPRINGPORT RD,Jackson,MI,492021290.0
158 E. OLIVE STREET,NEWPORT,OR,97365.0
NUM 39 B ST W INDUSTRIAL PK,CAGUAS,PR,7250000.0
PUERTO RICO,MAYAGUEZ,PR,680.0
PUERTO RICO,BAYAMON HACIA COMERIO REXVILLE BAYAMON,PR,956.0
PUERTO RICO,VEGA BAJA,PR,694.0
8440 BURNET RD.,STE 140,AUSTIN,TX
1615 75th Street SW,Everett,WA,98203.0
315A BAINBRIDGE ST,PHILADELPHIA,PA,19147.0
1684 CIMMARON PLZ,STILLWATER,OK,74075.0
607 W GRAND,CHICKASHA,OK,73018.0
6270 Park South Drive,Bessemer,AL,35022.0
11551 184th Place,Orland Park,IL,60467.0
915 BROADWAY 2nd FL,NEW YORK,NY,100107108.0
1116 W BRISTOL RD,FLINT,MI,48507.0
1701 NE 127TH ST,NORTH MIAMI,FL,33181.0
TEN PARKWAY CTR,PITTSBURGH,PA,152203801.0
8150 Brookville Road,INDIANAPOLIS,IN,46239.0
9725 Crosspoint Commons,Indianapolis,IN,46240.0
9910 Dupont Circle East,Ft. Wayne,IN,46825.0
101 Community College Way,JOHNSTOWN,PA,159040068.0
445 Schoolhouse Road,Johnstown,PA,15904.0
881 Hills Plaza Drive,Ebensburg,PA,15931.0
3231 North Decatur Boulevard Suites 119 & 250,Las Vegas,NV,89130.0
3231 North Decatur Blvd Suites 119,Las Vegas,NV,89130.0
901 N MINGO RD,TULSA,OK,741165612.0
1000 Carlisle Street,Suite 4,HANOVER,PA
233 MILL ST,WATERBURY,CT,6706.0
1119 KENT AVE,NEDERLAND,TX,776273829.0
1020 East Washington Street,Colton,CA,923244218.0
16534 Victor Street,Victorville,CA,92395.0
163-18 JAMAICA AVE,JAMAICA,NY,11432.0
12901 RAMONA BLVD,SUITE D,IRWINDALE,CA
7041 STAGE RD STE 101,MEMPHIS,TN,38133.0
1100 HOLCOMBE BLVD 10.105,HOUSTON,TX,770304009.0
7455 West Washington Avenue Suite 301,LAS VEGAS,NV,89128.0
9625 Saddle Rd.,Las Vegas,NV,89147.0
7777 Eastgate Road Suite 100,Henderson,NV,89011.0
4475 England Ave Suite 217,Nellis AFB,NV,89191.0
7951 W. Deer Springs Way Suite 150,Las Vegas,NV,89131.0
1475 UPPER VALLEY PIKE,SPRINGFIELD,OH,45504.0
3120 WOODMAN DR,KETTERING,OH,45420.0
324 E MAIN ST,VISALIA,CA,93291.0
4640 Maine Ave,Baldwin Park,CA,917064221.0
5200 VALENTINE RD,VENTURA,CA,930030000.0
5522 GARFIELD AVE,SACRAMENTO,CA,95841.0
735 Slater Rd,New Britain,CT,6053.0
120 Bridge St,Stamford,CT,6904.0
500 Brookfield St,Hartford,CT,6106.0
500 Palisade Ave,Bridgeport,CT,6610.0
Hayestown Ave,Danbury,CT,6811.0
613 Upper Maple St,Danielson,CT,6239.0
189 Ft Hill Rd,Groton,CT,6340.0
791 W Middle Tpk,Manchester,CT,6040.0
43 Tompkins St,Waterbury,CT,6708.0
600 Orange Ave,Milford,CT,6460.0
8991 SW 107 AVE STE 200,MIAMI,FL,331761412.0
853 STATE ROAD 436,Suite 200,CASSELBERRY,FL
1350 WALTON WAY,AUGUSTA,GA,309012629.0
4719 ASHFORD-DUNWOODY RD SUITE 205,DUNWOODY,GA,30338.0
630 North Avenue,Suite J,MACON,GA
3096 CHEROKEE ST,KENNESAW,GA,301442828.0
6137 Beck Road,Red Bud,IL,62278.0
3804 W DOUGLAS,WICHITA,KS,67203.0
2618 WOODDALE BLVD STE A,BATON ROUGE,LA,70805.0
1415 WHITNEY AVE,GRETNA,LA,70053.0
711 LISBON ST,LEWISTON,ME,42431163.0
1103 S COTTAGE GROVE,KIRKSVILLE,MO,63501.0
610 E OLDEN,WEST PLAINS,MO,65775.0
900 W VEST,MARSHALL,MO,653401698.0
205 S. Ridgeview Dr,Warrensburg,MO,64093.0
2015 North West Street,Nevada,MO,64772.0
1600 E Elm,Harrisonville,MO,647012024.0
1700 Derhake Rd,Florissant,MO,63033.0
6347 Plymouth Avenue,Wellston,MO,63133.0
12721 W Watson RD,Sunset Hills,MO,63127.0
690 MISSOURI BLVD,SUITE #3,ST ROBERT,MO
1159 North Business Highway 5,Camdenton,MO,65020.0
2001 William Street  #2,CAPE GIRARDEAU,MO,637034507.0
300 E 50TH ST,JOPLIN,MO,648044909.0
7020 E SHELBY DR STE 104,MEMPHIS,TN,38125.0
4600 Durham Chapel Hill Blvd.,Durham,NC,27707.0
14 VOGT DR,BRIDGEWATER,NJ,88070350.0
1776 Raritan Rd,Scotch Plains,NJ,7076.0
8040 Roosevelt Blvd,Philadelphia,PA,19152.0
1585 Military Turnpike,PLATTSBURGH,NY,129010455.0
20104 STATE RTE 3,WATERTOWN,NY,13601.0
rt 12 PO Box 7,glenfield,NY,13343.0
1425 PORTLAND AVE,ROCHESTER,NY,14621.0
899A JERUSALEM AVE,UNIONDALE,NY,11553.0
573 E Genesee St,SYRACUSE,NY,13202.0
1825 WINDFALL RD,OLEAN,NY,14760.0
53 GIBSON RD,GOSHEN,NY,109246709.0
131 DRUMLIN CT,NEWARK,NY,145131863.0
435 GLENWOOD RD,BINGHAMTON,NY,139051699.0
HENNING RD,SARATOGA SPRINGS,NY,12866.0
Dix Avenue,Hudson Flls,NY,12839.0
Albany,1015 WATERVLIET SHAKER RD,ALBANY,NY
ROUTE 9W,PORT EWEN,NY,12466.0
Kennedy Hall at NYIT,300 Carleton Ave.,Central Islip,NY
7227 State Highway 56,Norwood,NY,13668.0
65 Parrot Road,West Nyack,NY,10994.0
6801 JERICHO TPK,SYOSSET,NY,117914413.0
200 GARDEN CITY PLAZA,SUITE 519,GARDEN CITY,NY
1420 KINGS HWY 2ND FL,BROOKLYN,NY,11229.0
9301 Buck Road,PERRYSBURG,OH,435514594.0
150 PRICE RD,NEWARK,OH,430553399.0
25 PUBLIC SQ,WILLOUGHBY,OH,44094.0
21740 ST.RT.676,MARIETTA,OH,45750.0
6703 Madison Road,CINCINNATI,OH,45227.0
818 NORTH FRANKLIN ST,VAN WERT,OH,45891.0
6101 SE NOWATA  ROAD,BARTLESVILLE,OK,740066029.0
2403 N 41ST ST E,MUSKOGEE,OK,74403.0
621 SOONER DR,BURNS FLAT,OK,73624.0
I35 & HWY 59,WAYNE,OK,730950210.0
6195 W Hwy 20,PRYOR,OK,74362.0
4601 N CHOCTAW RD,CHOCTAW,OK,730209017.0
7892 HIGHWAY 9,WETUMKA,OK,748836155.0
822 E 6th Street,Tulsa,OK,741203610.0
2179 S QUEEN ST,YORK,PA,174024696.0
Murdoch Building Suite 206 3434 Forbes Avenue,PITTSBURGH,PA,152132582.0
1635 E LINCOLN HWY,COATESVILLE,PA,19320.0
576 VoTech Road,REYNOLDSVILLE,PA,15851.0
445 Schoolhouse Rd,Johnstown,PA,15904.0
5230 CENTRE AVE,PITTSBURGH,PA,15232.0
700 PITT ST,LEWISTOWN,PA,17044.0
403 Moul Avenue,Hanover,PA,17331.0
83 Glade Drive,Kittanning,PA,16201.0
1 VO-TECH DR,OIL CITY,PA,16301.0
1730 HANS HERR DR,WILLOW STREET,PA,175840527.0
833 METRO DR,LEBANON,PA,17042.0
441 Hamill Rd,Indiana,PA,157011465.0
RR 1 BOX 157A,TOWANDA,PA,188489731.0
490 Career Lane,SHIPPENVILLE,PA,16254.0
1451 W 23rd Street,HAZLETON,PA,18202.0
1200 Lebanon Road,West Mifflin,PA,15122.0
Jose Severo Quinones St Urb Severo Quinones,Carolina,PR,986.0
calle Hostos 27 Esq Vicente Pales,Guayama,PR,784.0
PONCE DE LEON 904 STOP 14,SAN JUAN,PR,907.0
CALLE PAZ 165 ALTOS,AGUADA,PR,6020960.0
CALLE BETANCES/PARQUE #12 ALTOS,BAYAMON,PR,961.0
3 CALLE BARCELO SUITE 215,BARRANQUITAS,PR,794.0
Carretera 159,kM 13.4 Desvio de Corozal & Centro Comercial Corozal,Corozal,PR
Calle Mayor # 46,Ponce,PR,7310000.0
Carretera #2,Km 29.7 Centro Comercial The Gallery at Grand Caribe,Vega Alta,PR
Parque Industrial La Montana km09 Edif932,Aguadilla,PR,605.0
Avenida General Valero # 300,FAJARDO,PR,738.0
1025 Highway 111,COOKEVILLE,TN,385014305.0
168 JACK MILLER BLVD. Suite A,CLARKSVILLE,TN,37042.0
1511 S EWING AVE.,DALLAS,TX,75216.0
951 S LILLIAN ST,STEPHENVILLE,TX,76401.0
3000 PERSHING DR,EL PASO,TX,79903.0
10909 WEBB CHAPEL RD,Dallas,TX,752293734.0
311-A East Highway 303 Pioneer Parkway,Grand Prairie,TX,750514969.0
1100 WILSON BLVD,Suite M780,Mall Level,ARLINGTON
6118 Franconia Road,Suite 200,Alexandria,VA
8870 Rixlew Lane,Suite 201,Manassas,VA
Rt 3 Box 43C,Clarksburg,WV,263019524.0
70 Hodges Cross Rd,North Adams,MA,12473999.0
541 WEST ST,BROCKTON,MA,2301.0
3345 S RURAL RD,TEMPE,AZ,85282.0
3195 MCMILLAN STE F,SAN LUIS OBISPO,CA,93401.0
3663 S MIAMI AVE,MIAMI,FL,33133.0
1014 SW 7TH RD,OCALA,FL,344713172.0
4747-B Hamilton Road,Columbus,GA,31904.0
2875 Breckinridge Blvd. Suite 700,Duluth,GA,30096.0
455 Eisenhower Lane South Suite 200,Lombard,IL,60148.0
107 S Pennsylvania Ave,MARION,IN,46952.0
3701 Kossuth,St. Louis,MO,631071737.0
621 KENTUCKY AVE.,JOPLIN,MO,64801.0
108 DIX AVE,GLENS FALLS,NY,128010000.0
1212 S BROAD ST,PHILADELPHIA,PA,19146.0
425 Pontius Ave. N.,SEATTLE,WA,98109.0
PO BOX 640,ELEANOR,WV,250700640.0
700 6TH AVE,ST ALBANS,WV,25177.0
1550 WILSON BLVD STE 600,ARLINGTON,VA,22209.0
860 THURSTON RD,Meadville,PA,16335.0
2890 Gateway Oaks Drive,SACRAMENTO,CA,958333632.0
17849 16th St.,Beale AFB,CA  95903-1711,Sacramento
5253 Business Center Drive  Suite 200,Fairfield,CA,94534.0
17000 South Harlan Road,Lathrop,CA,95330.0
516 Gibson Dr.,Roseville,CA,95678.0
2882 Prospect Park,Rancho Cordova,CA,94534.0
500 Orient street,Chico,CA,95973.0
3600 Sisk Rd #5a,Modesto,CA,95356.0
9280 W. Stockton,Elk Grove,CA,95624.0
1195 Cenre Drive,Auburn Hills,MI,483262642.0
918 N CHADBOURNE,SAN ANGELO,TX,76903.0
1060 West 49th St.,HIALEAH,FL,330123322.0
Carr.No.2 km14.0 Hato Tejas,BAYAMON,PR,957.0
CALLE MUNOZ RIVERA #69,CAGUAS,PR,625.0
Calle Villa No.452,Ponce,PR,731.0
2401 N HARBOR CITY BLVD,MELBOURNE,FL,32935.0
932B VENTURES WAY,CHESAPEAKE,VA,23320.0
827 FORT ST,HONOLULU,HI,968134317.0
95-1249 Meheula Parkway,Suite E1,Mililani,HI
1001 Kamokila Blvd. STE. 127,Kapolei,HI,96707.0
7925 NW 12TH ST STE 201,MIAMI,FL,33126.0
Rt 70 3 Executive Campus Suite 280,Cherry HIll,NJ,8002.0
5020 FM 1960 W A-12,HOUSTON,TX,770694611.0
11339 S 700 E,SANDY,UT,84070.0
2140 E BROADWAY RD,TEMPE,AZ,85282.0
AVE.AGUSTIN RAMOS CALERO CALLE SURINAM 1059,ISABELA,PR,662.0
488 Palisades Blvd.,Birmingham,AL,35209.0
2800A BOB WALLACE AVE,HUNTSVILLE,AL,358059945.0
12 ROMAN BLVD,MONSEY,NY,10952.0
70 Mckee Drive,Mahwah,NJ,7430.0
3020 LUBBOCK,FT WORTH,TX,76109.0
2131 K Street,NW 7th Floor,Washington,DC
3535 NORTH ELLISON DR,SAN ANTONIO,TX,78251.0
2295 MILLERSPORT HWY,GETZVILLE,NY,140680327.0
1189 DEEPSTEP RD,SANDERSVILLE,GA,31082.0
1678 Kaolin Road,Sandersville,GA,31082.0
1257 Warrior Trail,Louisville,GA,30434.0
10571 Highway 15,Sparta,GA,31087.0
112 COLLEGE DR,WELLS,ME,4090.0
19901 S Hwy 69,AFTON,OK,74331.0
152 Laurel Hill Road,NORTHPORT,NY,117683499.0
7200 Republic Airport,Farmingdale,NY,11735.0
1140 Hammond Drive A-1150,Atlanta,GA,30328.0
17535 ROSBOUGH DR STE 100,MIDDLEBURG HEIGHTS,OH,44130.0
1600 South College Street,Mountain Home,AR,72653.0
400 E SCENIC DR,THE DALLES,OR,97058.0
7001 E. WILLIAMS FIELD RD.,MESA,AZ,852126053.0
109 W Fourth St,Santa Ana,CA,927010000.0
2510 FIRST ST,TILLAMOOK,OR,97141.0
999 N. Plaza Drive,Suite 111,Schaumburg,IL
931 Coney Island Avenue - 2nd Floor,Brooklyn,NY,112301401.0
ONE GALLERIA BLVD STE 725,METAIRIE,LA,700012082.0
2431 South Acadian Thruway,Baton Rouge,LA,70808.0
202 Rue Iberville,Suite 100,Lafayette,LA
26261 Evergreen Road,Suite 500,Southfield,MI
4001 Fort Campbell Boulevard,Hopkinsville,KY,422404948.0
HC 61 BOX 12,SALLISAW,OK,749559401.0
HWY 59 N & Maryetta Rd,STILWELL,OK,74960.0
INC.,MARGINAL 114 MONTE CARLO,VEGA BAJA,PR
175 W 900 S#9,ST GEORGE,UT,847700000.0
115 West 45th Street,NEW YORK,NY,10036.0
5921 W HOUGHTON LAKE DR,HOUGHTON LAKE,MI,486299702.0
4425 W Olive Avenue,Suite 300,Glendale,AZ
1306 CEDAR ST,FREMONT,OH,43420.0
12020 BLUE RIDGE BLVD,GRANDVIEW,MO,64030.0
3000 Wakefield Crossing Drive,RALEIGH,NC,27614.0
39 W 19TH STREET,NEW YORK,NY,100114225.0
3000 KENNEDY BLVD 3RD FLOOR,JERSEY CITY,NJ,73063817.0
CONCORDIA 8180 ESQ AURORA,PONCE,PR,7171568.0
CALLE FRANCISCO MARIANO QUINONES #59,SABANA GRANDE,PR,637.0
4985 E ANDERSEN AVE,FRESNO,CA,93727.0
3160 RED HILL AVE,COSTA MESA,CA,92626.0
11870 Pierce Street,Suite 270,Riverside,CA
2900 W 12TH AVE 3RD FL #28,HIALEAH,FL,330124861.0
9738 S.W. 24th Street,MIAMI,FL,33165.0
3 RAMOS VELEZ ST,MANATI,PR,674.0
2345 SW 3RD ST,SUITE 101,GRAND PRAIRIE,TX
2601 Cross Country Road,Bldg B,Columbus,GA
4317 BARNETT RD,WICHITA FALLS,TX,76310.0
19555 N 59TH AVE,Glendale,AZ,85308.0
400 SE College Way,NEWPORT,OR,97366.0
4601 THEATER DR,EVANSVILLE,IN,477154601.0
521 East Green Street,Pasadena,CA,91101.0
14435 Sherman Way Ste 208,Van Nuys,CA,914056232.0
1526 West 7th Street,Los Angeles,CA,90017.0
14355 ROSCOE BLVD,PANORAMA CITY,CA,914024222.0
6690 Roswell Road NE  Ste. 2200,Sandy Springs,GA,30328.0
6003 Veterans Parkway,COLUMBUS,GA,319094663.0
3057 N LINCOLN AVE,CHICAGO,IL,606574207.0
200 Main St,Spencer,MA,1562.0
365 WESTGATE DRIVE,BROCKTON,MA,23011818.0
505 East Street,Pittsfield,MA,12015300.0
600 S. Clyde Morris Blvd.,Daytona Beach,FL,321143900.0
Bagram Airfield,APO,NULL,9354.0
1900 Wyoming Blvd. SE,Room 202,Kirtland AFB,NM
510 N. 6th Street,Bldg. 87,Altus AFB,OK
Base Training & Education Off. - 4109 Bullard Ave,Elmendorf AFB,AK,995061407.0
316 MSS/DPE - 1413 Arkansas Road,Andrews AFB,MD,20762.0
1000 Halsey Avenue - Bldg. 30,Room 114,Marietta,GA
Delta Airlines,Inc. - Dept. 493/ATG,TOC 1,Atlanta
Base Area Americana - V. Pedemonte I EDIF 147,Aviano,NULL,33081.0
723 Douhet Drive,Room 318,Barksdale AFB,LA
9th FSS/FSDE - 17849 16th St.,Beale AFB,CA,95903.0
Bldg. 596,Room 210 - Geiger Blvd.,Beaufort,SC
Kurfuerstenstrasse 56,Berlin,NULL,10785.0
1000 Burbank Avenue,Building 20,Brunswick,ME
Education Center,Fort Carson,CO,809133153.0
Joint Education Center - Bldg. 1331,Room 104,Camp Pendleton,CA
110 East Sextant Avenue,Suite 2090,Cannon AFB,NM
101 West Hill Blvd.,Bldg. 221,Charleston AFB,SC
90 FSS/FSDE - 1205 Ziemann Blvd,F.E. Warren AFB,WY,820053924.0
610 Blandy Av NAWS China Lake - Bldg. 02308,Room A,Ridgecrest,CA
21 Triangle Park Dr,Suite 2100,Cincinnati,OH
1675 Long Street - Bldg. 1117,Room 310,Fort Carson,CO
Pratt & Whitney,C/O ERAU - 8801 Macon Road,Mildland,GA
P.O. Box 18310,Corpus Christi,TX,784808310.0
1164 E. Dayton-Yellow Spgs Rd,Suite 20,Fairborn,OH
425 Third Street,Suite 318,Dyess AFB,TX
140 Methusa Road,Edwards AFB,CA,935241400.0
U.S. Coast Guard Base - Building 45,Elizabeth City,NC,27909.0
Ellsworth AFB - 1000 Ellsworth Street,Ellsworth AFB,SD,57706.0
Corporate and Continuing Educa - 2333 Seaway Blvd.,Everett,WA,98203.0
Building 2107 Montgomery Road,Suite 102,Fort Wainwright,AK
Bldg 2,Room 305 - NAS Fallon,Fallon,NV
231 Meed Court,Suite 203,Fayetteville,NC
202 Bastogne Avenue,Room 126,Fort Campbell,KY
1500 Madison Avenue,Fort Eustis,VA,23604.0
3201 W. Commercial Blvd.,Suite 118,Fort Lauderdale,FL
Bldg. 4502,3rd Floor - Kingsman Street,Fort Rucker,AL
Building 251,Room 113,Eglin AFB,FL
1564 Headquarters Avenue,Fort Worth,TX,76127.0
NAEWF E-3A Component - Building 89,Lielenthalstrasse,Geilenkirchen,NULL
One Georgian Drive,Barrie,Ontario,NULL
344 Tuskegee Airmen Blvd.,Grand Forks AFB,ND,58205.0
7521 4th Avenue North,Malmstrom AFB,MT,594027505.0
c/o GTCC Aviation Center - 260 N. Regional Road,Greensboro,NC,27409.0
McAlister Square - 225 S. Pleasantburg Drive,Greenville,SC,29607.0
400 Main Street M/S 122-18 - Customer Training Service,East Hartford,CT,6108.0
49 MSS/DPE - 596 Fourth Street,Holloman Air Force Base,NM,88330.0
900 Hangar Ave.,Hangar 2 - Bldg 2060,Room 117,Hickam AFB
16441 Space Center Blvd. - Bldg. D,Suite 200,Houston,TX
Imse-Red-Hre - 3222 Snooper Road,Redstone Army Arsenal,AL,35899.0
221 Lukasik Avenue,Building 90220,Hurlburt Field,FL
Base Building 2715A - Room 211,Incirlik Air Base,NULL,NULL
5726 Professional Circle,Suite 120,Indianapolis,IN
1928 Graeber Street - Bldg. 441,Room 28,March AFB,CA
Blackjack Education Center - Joint Base Balad Bldg. 6870,APO,NULL,9391.0
Victory Education Ctr (MNC-I) - Bldg. 27B,Baghdad,NULL,NULL
855-21 St. Johns Bluff Rd. N.,Jacksonville,FL,32225.0
5th Street,Bldg 220,MCBH Kaneohe,HI
Army Education Center - Attn: ERAU,Ansbach/Katterbach,NULL,NULL
500 Fisher Street - Bldg. 0701,Room 217,Biloxi,MS
P.O. Box 18310,Corpus Christi,TX,784808310.0
Army Education Center - ATTN: ERAU,APO,NULL,9366.0
ERAU - PSC 76,Bldg. T-400,Room 206,Lajes Field
ERAU 48 MSS/DPE - Unit 5200,Box 345,Brandon,Suffolk
450 Weyland Rd.,Suite 114,Hampton,VA
99 FSS/FSDE - 4475 England Ave.,Suite 315,Nellis AFB,NV
P.O. Box 801,Randolph AFB,TX,781480801.0
824 Hancock Circle,Room 103,NAS Lemoore,CA
314 MSS/DPE - 840 Leadership Drive,Little Rock Air Force Base,AR,72099.0
5001 Airport Plaza Drive,Suite 150,Long Beach,CA
300 High Rise Drive,Suite 392,Louisville,KY
7383 N. Litchfield Road - Bldg. 1150,Room 3143,Luke AFB,AZ
3745 Whitehead St,Mather,CA,95655.0
Building 460 - 3604 Mayport Road,Jacksonville,FL,32228.0
22 FSS/FSDE - 53474 Lawrence Court,McConnell AFB,KS,67221.0
3829 Schoolhouse Road - Building 1911,McGuire,NJ,8641.0
3221 Players Club Parkway,Memphis,TN,38125.0
5600 NW 36th Street,Suite 590,Miami,FL
100 FSS/FSDE/ERAU - Unit 4925 Box 275,Bury St. Edmunds,NULL,NULL
5822 Integrity Dr. Bldg S-241,Room 133,Millington,TN
1365 Corporate Center Curve,Suite 104,Eagan,MN
210 Missile Avenue,Suite 223,Minot AFB,ND
US Coast Guard ATC - 8501 Tanner Williams Road,Mobile,AL,36608.0
3010 Robinson Road - Building 328,Moody AFB,GA,31699.0
665 Falcon Street,Suite 220,Mountain Home AFB,ID
Building 110,2nd Floor - Box 137,Suite 7,Jacksonville
Erau - Viale Fulco Ruddo Di Calabria,Napoli,NULL,80177.0
NAS Joint Reserve Base - 400 Russell Avenue,New Orleans,LA,70143.0
9269 First Avenue,NAS Norfolk,VA,23511.0
Naval Base Coronado - 650 McCain Blvd.,San Diego,CA,921357024.0
75 FSS/FSDE - 7290 Weiner Street,Hill AFB,UT,84056.0
7700 Edgewater Drive,Suite 816,Oakland,CA
Suite 103 - Building 531,Navy College Off,Virginia Beach,VA
106 Peacekeeper Drive,Suite 806,Offutt AFB,NE
8001 Mid America Blvd.,Suite 200,Oklahoma City,OK
8529 South Park Circle,Suite 270,Orlando,FL
40015 North Sierra Highway,Suite B-200,Palmdale,CA
21795-B N. Shangri-La Drive,Lexington Park,MD,20653.0
250 Chambers Avenue - Building 634,Suite 033,NAS Pensacola,FL
2155 W. Pecos Road,Suite 1,Chandler,AZ
7705 N.E. Airport Way,Suite 201,Portland,OR
Ramstein Ed. Center,Erau - 435th MSS/DPE,Geb 2120,Ramstein Flugplatz
350 MLK Jr. Blvd. - Building 380,Suite 208,Robins AFB,GA
60 Airport Drive,Suite 120,Rockford,IL
Base Naval de Rota - Edificio 268,Cadiz,NULL,NULL
12 MSS/DPE - Attn: ERAU,Randolph AFB,TX,78150.0
8825 Aero Drive,Suite 130,San Diego,CA
165 Markwell Street,Bldg. 1290,Hunter AAF,GA
Schofield Education Office - Bldg 560,Room 202,Schofield Barracks,HI
Education Center,Fort Carson,CO,809133153.0
1000 Oakesdale Avenue,S.W.,Suite 110,Renton
1520 Goodson Street,Seymour Johnson AFB,NC,27531.0
398 Shaw Drive,Room 112,Shaw AFB,SC
426 5th Avenue - Bldg. 402,Room 340,Sheppard AFB,TX
NAS1 Sigonella,ERAU - Bldg. 318,Rm 1109,Catania-Enna
